record_id,data_json,is_pii
115,"{""geo_location"": ""lat:12.9716,lng:77.5946"", ""accuracy"": ""10m""}",False
116,"{""upi_id"": ""98XXXXX4321@paytm"", ""merchant_type"": ""individual""}",True
117,"{""database_query"": ""SELECT * FROM products"", ""execution_time"": ""45ms""}",False
118,"{""phone"": ""98XXXXX4321"", ""device_brand"": ""Samsung""}",True
119,"{""last_name"": ""Singh"", ""marital_status"": ""married""}",False
120,"{""name"": ""NAME_REDACTED"", ""address"": ""654 NAME_REDACTED, Lucknow, 226001"", ""ip_address"": ""49.15.183.91""}",True
121,"{""content_type"": ""application/json"", ""encoding"": ""utf-8""}",False
122,"{""passport"": ""Q8527419"", ""biometric_enrolled"": true}",False
123,"{""city"": ""Coimbatore"", ""pincode"": ""641001""}",False
124,"{""aadhar"": ""XXXXXXXXXXXX"", ""otp_verified"": true}",True
125,"{""recommendation_engine"": ""neural_cf"", ""training_date"": ""2024-01-01""}",False
126,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""device_type"": ""Desktop""}",True
127,"{""webhook_url"": ""https://api.example.com/webhook"", ""status"": ""active""}",False
128,"{""upi_id"": ""shopping@icici"", ""autopay_enabled"": false}",False
129,"{""first_name"": ""Mohit"", ""preferred_language"": ""English""}",False
130,"{""phone"": ""98XXXXX4321"", ""carrier"": ""Airtel""}",True
131,"{""inventory_turnover"": 4.2, ""stock_out_rate"": 0.08}",False
132,"{""name"": ""NAME_REDACTED"", ""address"": ""987 Sector 15, Noida, 201301"", ""phone"": ""98XXXXX4321""}",True
133,"{""service_level"": ""premium"", ""response_time_sla"": ""< 1 hour""}",False
134,"{""passport"": ""B1472583"", ""emergency_contact"": ""+91-98XXXXX4321""}",True
135,"{""last_name"": ""Nair"", ""hobby"": ""photography""}",False
136,"{""aadhar"": ""XXXXXXXXXXXX"", ""photo_verification"": ""passed""}",True
137,"{""feature_toggle"": ""new_ui"", ""rollout_percentage"": 25}",False
138,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""ip_address"": ""203.88.138.42""}",True
139,"{""data_pipeline"": ""etl_v2"", ""processed_records"": 1000000}",False
140,"{""upi_id"": ""98XXXXX4321@ybl"", ""transaction_limit"": 100000}",True
141,"{""search_algorithm"": ""elasticsearch"", ""index_size"": ""2.5GB""}",False
142,"{""phone"": ""98XXXXX4321"", ""roaming_status"": false}",True
143,"{""city"": ""Kochi"", ""state"": ""Kerala""}",False
144,"{""name"": ""NAME_REDACTED"", ""address"": ""234 NAME_REDACTED, Gurgaon, 122001"", ""email"": ""xxx@email.com""}",True
145,"{""microservice"": ""user_service"", ""health_status"": ""healthy""}",False
146,"{""passport"": ""N6385207"", ""pages_remaining"": 28}",False
147,"{""first_name"": ""Deepak"", ""loyalty_tier"": ""gold""}",False
148,"{""aadhar"": ""XXXXXXXXXXXX"", ""fingerprint_matched"": true}",True
149,"{""cdn_cache"": ""cloudflare"", ""hit_ratio"": 0.89}",False
150,"{""name"": ""NAME_REDACTED"", ""phone"": ""98XXXXX4321"", ""email"": ""xxx@email.com""}",True
151,"{""log_level"": ""INFO"", ""message"": ""Transaction completed successfully""}",False
152,"{""upi_id"": ""family@sbi"", ""beneficiary_count"": 3}",False
153,"{""machine_id"": ""ML789"", ""cpu_utilization"": 65}",False
154,"{""phone"": ""98XXXXX4321"", ""do_not_disturb"": true}",True
155,"{""last_name"": ""Mishra"", ""department"": ""Engineering""}",False
156,"{""name"": ""NAME_REDACTED"", ""address"": ""567 NAME_REDACTED Road, Bangalore, 560001"", ""ip_address"": ""117.196.143.73""}",True
157,"{""kubernetes_pod"": ""api-server-v2"", ""replicas"": 3}",False
158,"{""passport"": ""G7418529"", ""sponsor_required"": false}",False
159,"{""city"": ""Indore"", ""region"": ""NAME_REDACTED""}",True
160,"{""aadhar"": ""XXXXXXXXXXXX"", ""iris_scan"": ""verified""}",True
161,"{""email"": ""xxx@email.com"", ""role"": ""system_admin""}",True
162,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""device_id"": ""LAPTOP123""}",True
163,"{""ssl_certificate"": ""valid"", ""expiry"": ""2024-12-31""}",False
164,"{""upi_id"": ""98XXXXX4321@okaxis"", ""insurance_linked"": true}",True
165,"{""first_name"": ""Neha"", ""age_verification"": ""completed""}",False
166,"{""phone"": ""98XXXXX4321"", ""backup_number"": ""+91-98XXXXX4321""}",True
167,"{""monitoring_alert"": ""high_memory_usage"", ""threshold_exceeded"": true}",False
168,"{""name"": ""NAME_REDACTED"", ""address"": ""890 NAME_REDACTED, Bangalore, 560001"", ""phone"": ""98XXXXX4321""}",True
169,"{""load_balancer"": ""nginx"", ""upstream_servers"": 4}",False
170,"{""passport"": ""F0741963"", ""travel_history"": ""USA,UAE,UK""}",False
171,"{""last_name"": ""Patel"", ""blood_group"": ""O+""}",False
172,"{""aadhar"": ""XXXXXXXXXXXX"", ""document_uploaded"": 2024-01-15""}""",True
173,"{""api_rate_limit"": 1000, ""current_usage"": 245}",False
174,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""ip_address"": ""59.144.123.67""}",True
175,"{""database_connection"": ""mysql"", ""pool_size"": 20}",False
176,"{""upi_id"": ""wallet@phonepe"", ""balance_inquiry"": true}",False
177,"{""city"": ""Nagpur"", ""timezone"": ""Asia/Kolkata""}",False
178,"{""phone"": ""98XXXXX4321"", ""international_roaming"": false}",True
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}",False
180,"{""name"": ""NAME_REDACTED"", ""address"": ""123 NAME_REDACTED, Patna, 800001"", ""email"": ""xxx@email.com""}",True
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",False
182,"{""passport"": ""V2581470"", ""diplomatic_status"": false}",False
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}",False
184,"{""aadhar"": ""XXXXXXXXXXXX"", ""address_change_request"": pending""}""",True
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",False
186,"{""name"": ""NAME_REDACTED"", ""phone"": ""98XXXXX4321"", ""email"": ""xxx@email.com""}",True
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",False
188,"{""upi_id"": ""98XXXXX4321@paytm"", ""pin_change_required"": false}",True
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",False
190,"{""phone"": ""98XXXXX4321"", ""fiber_connection"": true}",True
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",False
192,"{""name"": ""NAME_REDACTED"", ""address"": ""456 NAME_REDACTED, Hyderabad, 500033"", ""ip_address"": ""14.139.56.78""}",True
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",False
194,"{""passport"": ""J9637410"", ""minor_dependent"": false}",False
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",False
196,"{""aadhar"": ""XXXXXXXXXXXX"", ""family_head"": true}",True
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",False
198,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""device_type"": ""Mobile""}",True
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",False
200,"{""upi_id"": ""savings@unionbank"", ""interest_rate"": 3.5}",False
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",False
202,"{""phone"": ""98XXXXX4321"", ""plan_type"": ""postpaid""}",True
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",False
204,"{""name"": ""NAME_REDACTED"", ""address"": ""789 CP Street, NAME_REDACTED, 110001"", ""phone"": ""98XXXXX4321""}",True
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}",False
206,"{""passport"": ""C4702581"", ""renewal_due"": 2025-06-15""}""",False
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}",False
208,"{""aadhar"": ""XXXXXXXXXXXX"", ""nomination_updated"": true}",True
209,"{""terraform_state"": ""applied"", ""resources"": 23}",False
210,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""ip_address"": ""122.161.85.94""}",True
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",False
212,"{""upi_id"": ""98XXXXX4321@ybl"", ""kyc_level"": ""full""}",True
213,"{""city"": ""Vadodara"", ""population"": 1670000}",False
214,"{""phone"": ""98XXXXX4321"", ""signal_strength"": ""-65dBm""}",True
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",False
216,"{""name"": ""NAME_REDACTED"", ""address"": ""321 NAME_REDACTED, Mumbai, 400059"", ""email"": ""xxx@email.com""}",True
217,"{""docker_compose"": ""version_3"", ""services"": 8}",False
218,"{""passport"": ""I1597532"", ""blood_type"": ""A+""}",False
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",False
220,"{""aadhar"": ""XXXXXXXXXXXX"", ""senior_citizen"": false}",True
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",False
222,"{""name"": ""NAME_REDACTED"", ""phone"": ""98XXXXX4321"", ""email"": ""xxx@email.com""}",True
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",False
224,"{""upi_id"": ""business@yesbank"", ""gst_registered"": true}",False
225,"{""city"": ""Surat"", ""textile_hub"": true}",False
226,"{""phone"": ""98XXXXX4321"", ""voicemail_enabled"": false}",True
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",False
228,"{""name"": ""NAME_REDACTED"", ""address"": ""654 NAME_REDACTED, Mysore, 570001"", ""ip_address"": ""203.192.214.156""}",True
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}",False
230,"{""passport"": ""O8529637"", ""dual_citizenship"": false}",False
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",False
232,"{""aadhar"": ""XXXXXXXXXXXX"", ""disability_certificate"": false}",True
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",False
234,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""device_id"": ""STU789123""}",True
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",False
236,"{""upi_id"": ""98XXXXX4321@paytm"", ""fraud_alert"": false}",True
237,"{""city"": ""Jodhpur"", ""heritage_site"": true}",False
238,"{""phone"": ""98XXXXX4321"", ""emergency_contact"": true}",True
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",False
240,"{""name"": ""NAME_REDACTED"", ""address"": ""987 NAME_REDACTED Road, Ahmedabad, 380006"", ""phone"": ""98XXXXX4321""}",True
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",False
242,"{""passport"": ""U6174829"", ""organ_donor"": true}",False
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",False
244,"{""aadhar"": ""XXXXXXXXXXXX"", ""pan_linked"": true}",True
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",False
246,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""ip_address"": ""49.15.227.83""}",True
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",False
248,"{""upi_id"": ""98XXXXX4321@okaxis"", ""reward_points"": 2500}",True
249,"{""city"": ""Agra"", ""monument"": ""NAME_REDACTED""}",True
250,"{""phone"": ""98XXXXX4321"", ""data_plan"": ""unlimited""}",True
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",False
252,"{""name"": ""NAME_REDACTED"", ""address"": ""123 NAME_REDACTED, Mumbai, 400050"", ""email"": ""xxx@email.com""}",True
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",False
254,"{""passport"": ""Z3681470"", ""machine_readable"": true}",False
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",False
256,"{""aadhar"": ""XXXXXXXXXXXX"", ""uan_linked"": true}",True
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",False
258,"{""name"": ""NAME_REDACTED"", ""phone"": ""98XXXXX4321"", ""email"": ""xxx@email.com""}",True
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}",False
260,"{""upi_id"": ""98XXXXX4321@ibl"", ""standing_instruction"": true}",True
261,"{""city"": ""Guwahati"", ""tea_capital"": true}",False
262,"{""phone"": ""98XXXXX4321"", ""hotspot_enabled"": true}",True
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",False
264,"{""name"": ""NAME_REDACTED"", ""address"": ""456 NAME_REDACTED Road, Mumbai, 400050"", ""ip_address"": ""203.88.142.91""}",True
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",False
266,"{""passport"": ""W9527413"", ""special_endorsement"": false}",False
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",False
268,"{""aadhar"": ""XXXXXXXXXXXX"", ""ration_card_linked"": true}",True
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",False
270,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""device_type"": ""iPhone""}",True
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}",False
272,"{""upi_id"": ""98XXXXX4321@ybl"", ""max_transaction_limit"": 200000}",True
273,"{""city"": ""Dehradun"", ""hill_station"": true}",False
274,"{""phone"": ""98XXXXX4321"", ""call_forwarding"": false}",True
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",False
276,"{""name"": ""NAME_REDACTED"", ""address"": ""789 NAME_REDACTED, Mumbai, 400050"", ""phone"": ""98XXXXX4321""}",True
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",False
278,"{""passport"": ""E4702581"", ""chip_enabled"": true}",False
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",False
280,"{""aadhar"": ""XXXXXXXXXXXX"", ""voter_id_linked"": true}",True
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",False
282,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""ip_address"": ""117.196.148.205""}",True
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": true}",False
284,"{""upi_id"": ""98XXXXX4321@paytm"", ""mobile_banking"": true}",True
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}",False
286,"{""phone"": ""98XXXXX4321"", ""wifi_calling"": true}",True
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",False
288,"{""name"": ""NAME_REDACTED"", ""address"": ""321 NAME_REDACTED, Mumbai, 400049"", ""email"": ""xxx@email.com""}",True
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}",False
290,"{""passport"": ""D7418529"", ""photo_biometric"": true}",False
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",False
292,"{""aadhar"": ""XXXXXXXXXXXX"", ""driving_license_linked"": true}",True
293,"{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": true}",False
294,"{""name"": ""NAME_REDACTED"", ""phone"": ""98XXXXX4321"", ""email"": ""xxx@email.com""}",True
295,"{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}",False
296,"{""upi_id"": ""98XXXXX4321@okaxis"", ""joint_account"": false}",True
297,"{""city"": ""Manali"", ""skiing_season"": ""winter""}",False
298,"{""phone"": ""98XXXXX4321"", ""conference_calling"": true}",True
299,"{""first_name"": ""Naman"", ""programming_language"": ""Python""}",False
300,"{""name"": ""NAME_REDACTED"", ""address"": ""654 Versova, Mumbai, 400061"", ""ip_address"": ""59.144.187.92""}",True
301,"{""istio_mesh"": ""enabled"", ""sidecar_injection"": true}",False
302,"{""passport"": ""K1593574"", ""rfid_enabled"": true}",False
303,"{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}",False
304,"{""aadhar"": ""XXXXXXXXXXXX"", ""health_insurance_linked"": true}",True
305,"{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}",False
306,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""device_id"": ""ACTOR123""}",True
307,"{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}",False
308,"{""upi_id"": ""98XXXXX4321@ybl"", ""credit_card_linked"": true}",True
309,"{""city"": ""Ooty"", ""tea_gardens"": true}",False
310,"{""phone"": ""98XXXXX4321"", ""5g_enabled"": true}",True
311,"{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}",False
312,"{""name"": ""NAME_REDACTED"", ""address"": ""987 NAME_REDACTED, Mumbai, 400050"", ""phone"": ""98XXXXX4321""}",True
313,"{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}",False
314,"{""passport"": ""M8630741"", ""biometric_exit"": true}",False
315,"{""last_name"": ""Mahajan"", ""hobby"": ""painting""}",False
316,"{""aadhar"": ""XXXXXXXXXXXX"", ""life_insurance_linked"": true}",True
317,"{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}",False
318,"{""name"": ""NAME_REDACTED"", ""email"": ""xxx@email.com"", ""ip_address"": ""14.139.67.143""}",True
319,"{""flagger_canary"": ""progressive"", ""success_threshold"": 99}",False
320,"{""upi_id"": ""98XXXXX4321@paytm"", ""fixed_deposit_linked"": true}",True
321,"{""city"": ""Nainital"", ""lake_city"": true}",False
322,"{""phone"": ""98XXXXX4321"", ""volte_enabled"": true}",True
323,"{""first_name"": ""Rajat"", ""investment_portfolio"": ""balanced""}",False
324,"{""name"": ""NAME_REDACTED Khan"", ""address"": ""123 Mannat, Mumbai, 400050"", ""email"": ""xxx@email.com""}",True
325,"{""argo_cd"": ""v2.4.0"", ""applications"": 15}",False
326,"{""passport"": ""A7531864"", ""fast_track_eligible"": true}",False
327,"{""last_name"": ""Verma"", ""social_media"": ""LinkedIn""}",False
328,"{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}",False
